Model,permno,evtdate,cret,car,bhar,nrets,nrets_est
Market-Adjusted Model,12657,2022-05-16,0.0324909412,0.0346434305,0.035723149,21,100
Market-Adjusted Model,12658,2022-05-16,-0.010932722,-0.005655567,-0.007700515,21,100
Market-Adjusted Model,12659,2022-05-16,0.0315436107,0.0336594702,0.0347758185,21,100
Market-Adjusted Model,12662,2022-05-16,0.0098360569,0.0099463212,0.0130682646,21,100
Market-Adjusted Model,12666,2022-05-16,-0.003482129,-0.004674465,-0.000249921,21,100
Market-Adjusted Model,12668,2022-05-16,0.0024116306,0.0012140721,0.0056438383,21,100
Market-Adjusted Model,12672,2022-05-16,-0.00631501,-0.007174882,-0.003082803,21,100
Market-Adjusted Model,12673,2022-05-16,0.032743448,0.0337406305,0.0359756557,21,100
Market-Adjusted Model,12675,2022-05-16,0.0120431039,0.0111371947,0.0152753117,21,100
Market-Adjusted Model,12676,2022-05-16,0.0096450195,0.0087634664,0.0128772272,21,100
Market-Adjusted Model,12680,2022-05-16,0.363636294,0.3383706346,0.3668685018,21,100
Market-Adjusted Model,12681,2022-05-16,-0.104454993,-0.107675718,-0.101222785,21,100
Market-Adjusted Model,12684,2022-05-16,0.0786207113,0.0823585614,0.0818529191,21,100
Market-Adjusted Model,12690,2022-05-16,-0.064792202,-0.062656409,-0.061559995,21,100
Market-Adjusted Model,12693,2022-05-16,-0.10966761,-0.112146706,-0.106435402,21,100
Market-Adjusted Model,12697,2022-05-16,-0.072784809,-0.065901281,-0.069552601,21,100
Market-Adjusted Model,12699,2022-05-16,-0.053601279,-0.017268333,-0.050369071,21,100
Market-Adjusted Model,12717,2022-05-16,-0.03717334,-0.031617437,-0.033941132,21,100
Market-Adjusted Model,12741,2022-05-16,0.0245210477,0.0264682821,0.0277532555,21,100
Market-Adjusted Model,12745,2022-05-16,-0.105263118,-0.10266333,-0.10203091,21,100
Market-Adjusted Model,12747,2022-05-16,-0.027819538,-0.026803527,-0.02458733,21,100
Market-Adjusted Model,12748,2022-05-16,-0.066124738,-0.068526561,-0.062892531,21,100
Market-Adjusted Model,12751,2022-05-16,0.0952382908,0.1322006941,0.0984704986,21,100
Market-Adjusted Model,12753,2022-05-16,-0.005283036,-0.005010215,-0.002050829,21,100
Market-Adjusted Model,12754,2022-05-16,0.0136824145,0.0221120864,0.0169146223,21,100
Market-Adjusted Model,12756,2022-05-16,-0.042082749,-0.031349289,-0.038850541,21,100
Market-Adjusted Model,12759,2022-05-16,-0.006295919,-0.00562284,-0.003063711,21,100
Market-Adjusted Model,12781,2022-05-16,0.0762887009,0.0742284083,0.0795209087,21,100
Market-Adjusted Model,12783,2022-05-16,0.0493333173,0.0504394212,0.0525655251,21,100
Market-Adjusted Model,12786,2022-05-16,0.0686813061,0.0806965296,0.0719135139,21,100
Market-Adjusted Model,12788,2022-05-16,0.1449703363,0.1659105903,0.148202544,21,100
Market-Adjusted Model,12789,2022-05-16,-0.205907912,-0.182089289,-0.202675704,21,100
Market-Adjusted Model,12796,2022-05-16,-0.112664124,-0.082122329,-0.109431916,21,100
Market-Adjusted Model,12799,2022-05-16,,,,21,100
Market-Adjusted Model,12826,2022-05-16,0.0330940943,0.0391989785,0.036326302,21,100
Market-Adjusted Model,12828,2022-05-16,0.0724637938,0.0758618199,0.0756960015,21,100
Market-Adjusted Model,12832,2022-05-16,0.0074717959,0.0064115481,0.0107040036,21,100
Market-Adjusted Model,12839,2022-05-16,0.1020802729,0.10609584,0.1053124807,21,100
Market-Adjusted Model,12840,2022-05-16,-0.357479047,-0.40525259,-0.35424684,21,100
Market-Adjusted Model,12841,2022-05-16,-0.001364668,-0.000372206,0.0018675399,21,100
Market-Adjusted Model,12842,2022-05-16,0.0118887454,0.0121320058,0.0151209532,21,100
Market-Adjusted Model,12844,2022-05-16,0.0345056089,0.0347962679,0.0377378166,21,100
Market-Adjusted Model,12847,2022-05-16,0.0118183636,0.0124261801,0.0150505714,21,100
Market-Adjusted Model,12852,2022-05-16,0.0310154717,0.0448892465,0.0342476795,21,100
Market-Adjusted Model,12867,2022-05-16,0.0035478381,0.0047763978,0.0067800458,21,100
Market-Adjusted Model,12868,2022-05-16,-0.014933208,-0.012977493,-0.011701,21,100
Market-Adjusted Model,12870,2022-05-16,-0.002282686,-0.003489179,0.0009495216,21,100
Market-Adjusted Model,12871,2022-05-16,-0.077464806,-0.06886319,-0.074232598,21,100
Market-Adjusted Model,12872,2022-05-16,0.1734495508,0.16388255,0.1766817586,21,100
Market-Adjusted Model,12874,2022-05-16,0.009984111,0.0091188652,0.0132163187,21,100
Market-Adjusted Model,12875,2022-05-16,0.0094725484,0.0116131057,0.0127047562,21,100
Market-Adjusted Model,12876,2022-05-16,0.0360919819,0.0379211394,0.0393241897,21,100
Market-Adjusted Model,12877,2022-05-16,-0.198019771,-0.200563314,-0.194787563,21,100
Market-Adjusted Model,12880,2022-05-16,0.2031871742,0.2012859098,0.2064193819,21,100
Market-Adjusted Model,12885,2022-05-16,-0.007017608,-0.004640709,-0.003785401,21,100
Market-Adjusted Model,12886,2022-05-16,0.2003728568,0.1924553382,0.2036050645,21,100
Market-Adjusted Model,12890,2022-05-16,0.1148936152,0.1281205291,0.1181258229,21,100
Market-Adjusted Model,12895,2022-05-16,0.0744905462,0.0732234981,0.0777227539,21,100
Market-Adjusted Model,12899,2022-05-16,0.0382673999,0.0376209918,0.0414996076,21,100
Market-Adjusted Model,12902,2022-05-16,0.0049199347,0.0042012492,0.0081521424,21,100
Market-Adjusted Model,12904,2022-05-16,0.0076162959,0.0066124732,0.0108485037,21,100
Market-Adjusted Model,12905,2022-05-16,-0.020360609,-0.013548182,-0.017128401,21,100
Market-Adjusted Model,12912,2022-05-16,0.27868846,0.2936168633,0.2819206678,21,100
Market-Adjusted Model,12913,2022-05-16,-0.02377047,-0.011987239,-0.020538263,21,100
Market-Adjusted Model,12919,2022-05-16,-0.089995892,-0.083326362,-0.086763684,21,100
Market-Adjusted Model,12920,2022-05-16,-0.116214235,-0.112041241,-0.112982027,21,100
Market-Adjusted Model,12923,2022-05-16,-0.070731073,-0.060868304,-0.067498865,21,100
Market-Adjusted Model,12927,2022-05-16,0.0338938451,0.0618505938,0.0371260529,21,100
Market-Adjusted Model,12948,2022-05-16,0.0043069674,0.0054414374,0.0075391751,21,100
Market-Adjusted Model,12949,2022-05-16,-0.022748084,-0.021396667,-0.019515876,21,100
Market-Adjusted Model,12953,2022-05-16,0.0288524331,0.0301620761,0.0320846408,21,100
Market-Adjusted Model,12961,2022-05-16,0.3972602068,0.354508649,0.4004924146,21,100
Market-Adjusted Model,12974,2022-05-16,0.1032513337,0.1001897602,0.1064835415,21,100
Market-Adjusted Model,12975,2022-05-16,0.006470245,0.0091759084,0.0097024527,21,100
Market-Adjusted Model,12978,2022-05-16,0.0521485687,0.053705645,0.0553807764,21,100
Market-Adjusted Model,12979,2022-05-16,0.0028220347,0.0017184341,0.0060542424,21,100
Market-Adjusted Model,12980,2022-05-16,-0.003104933,-0.004035843,0.0001272746,21,100
Market-Adjusted Model,12981,2022-05-16,-0.022770018,-0.015088251,-0.01953781,21,100
Market-Adjusted Model,12982,2022-05-16,-0.060344834,-0.03689119,-0.057112626,21,100
Market-Adjusted Model,12991,2022-05-16,0.0175879599,0.0177545498,0.0208201676,21,100
Market-Adjusted Model,12994,2022-05-16,-0.06020115,-0.058579485,-0.056968942,21,100
Market-Adjusted Model,12996,2022-05-16,0.0103430811,0.0092362674,0.0135752889,21,100
Market-Adjusted Model,12997,2022-05-16,-0.009109938,-0.004048336,-0.005877731,21,100
Market-Adjusted Model,12998,2022-05-16,-0.064472767,-0.056662884,-0.061240559,21,100
Market-Adjusted Model,12999,2022-05-16,-0.038218852,-0.034394152,-0.034986644,21,100
Market-Adjusted Model,13000,2022-05-16,0.0213987389,0.0212060447,0.0246309466,21,100
Market-Adjusted Model,13001,2022-05-16,0.0527831259,0.0571678552,0.0560153336,21,100
Market-Adjusted Model,13002,2022-05-16,-0.015745303,-0.015705502,-0.012513095,21,100
Market-Adjusted Model,13006,2022-05-16,0.013707574,0.0142658003,0.0169397818,21,100
Market-Adjusted Model,13007,2022-05-16,-0.003109455,-0.002677626,0.0001227531,21,100
Market-Adjusted Model,13016,2022-05-16,0.0227442821,0.0239551126,0.0259764899,21,100
Market-Adjusted Model,13019,2022-05-16,0.2813141693,0.2581844262,0.2845463771,21,100
Market-Adjusted Model,13023,2022-05-16,0.0048337235,0.0041316686,0.0080659313,21,100
Market-Adjusted Model,13024,2022-05-16,-0.008190988,-0.008206807,-0.00495878,21,100
Market-Adjusted Model,13025,2022-05-16,-0.010034016,-0.010209456,-0.006801808,21,100
Market-Adjusted Model,13026,2022-05-16,-0.008330894,-0.008369596,-0.005098686,21,100
Market-Adjusted Model,13027,2022-05-16,0.0004085359,0.0013731524,0.0036407437,21,100
Market-Adjusted Model,13029,2022-05-16,0.0497272121,0.0581965952,0.0529594198,21,100
Market-Adjusted Model,13030,2022-05-16,-0.242474006,-0.190213448,-0.239241798,21,100
Market-Adjusted Model,13031,2022-05-16,-0.309988494,-0.27823219,-0.306756286,21,100
Market-Adjusted Model,13032,2022-05-16,0.1734694225,0.2622178624,0.1767016303,21,100
Market-Adjusted Model,13033,2022-05-16,0.0390004861,0.0392274788,0.0422326939,21,100
Market-Adjusted Model,13034,2022-05-16,0.0832663806,0.0865015935,0.0864985884,21,100
Market-Adjusted Model,13035,2022-05-16,0.0504586528,0.0572376644,0.0536908606,21,100
Market-Adjusted Model,13038,2022-05-16,-0.053680516,-0.031307545,-0.050448308,21,100
Market-Adjusted Model,13046,2022-05-16,-0.07098408,-0.052792799,-0.067751872,21,100
Market-Adjusted Model,13076,2022-05-16,-0.04070831,-0.04057014,-0.037476102,21,100
Market-Adjusted Model,13079,2022-05-16,0.5102784223,0.4232940934,0.5135106301,21,100
Market-Adjusted Model,13084,2022-05-16,-0.001563136,-0.001658501,0.0016690715,21,100
Market-Adjusted Model,13085,2022-05-16,-0.006465107,0.0040082903,-0.003232899,21,100
Market-Adjusted Model,13089,2022-05-16,0.0506830914,0.0510100302,0.0539152991,21,100
Market-Adjusted Model,13092,2022-05-16,0.0622127336,0.0633923267,0.0654449414,21,100
Market-Adjusted Model,13102,2022-05-16,-0.018147503,-0.017121362,-0.014915295,21,100
Market-Adjusted Model,13103,2022-05-16,-0.001503785,0.0138164981,0.0017284227,21,100
Market-Adjusted Model,13105,2022-05-16,0.0484679012,0.0549141177,0.0517001089,21,100
Market-Adjusted Model,13107,2022-05-16,-0.652350008,-0.917439116,-0.6491178,21,100
Market-Adjusted Model,13108,2022-05-16,-0.208098431,-0.166800691,-0.204866224,21,100
Market-Adjusted Model,13111,2022-05-16,-0.106643351,-0.108316646,-0.103411143,21,100
Market-Adjusted Model,13114,2022-05-16,-0.043615336,-0.034913964,-0.040383129,21,100
Market-Adjusted Model,13116,2022-05-16,0.3024564958,0.2796608982,0.3056887036,21,100
Market-Adjusted Model,13122,2022-05-16,0.0145427141,0.017269614,0.0177749219,21,100
Market-Adjusted Model,13124,2022-05-16,0.1819969063,0.2081178379,0.1852291141,21,100
Market-Adjusted Model,13126,2022-05-16,0.0109987782,0.0156176739,0.014230986,21,100
Market-Adjusted Model,13129,2022-05-16,0.1126022987,0.1187628039,0.1158345065,21,100
Market-Adjusted Model,13130,2022-05-16,0.0216634469,0.021813942,0.0248956547,21,100
Market-Adjusted Model,13131,2022-05-16,-0.049057085,-0.045044209,-0.045824877,21,100
Market-Adjusted Model,13132,2022-05-16,0.064085251,0.0709361201,0.0673174588,21,100
Market-Adjusted Model,13137,2022-05-16,0.0059070961,0.0046983276,0.0091393038,21,100
Market-Adjusted Model,13138,2022-05-16,-0.000666945,-0.00186995,0.0025652629,21,100
Market-Adjusted Model,13142,2022-05-16,0.0218029442,0.0490739391,0.025035152,21,100
Market-Adjusted Model,13159,2022-05-16,-0.216909094,-0.217382864,-0.213676886,21,100
Market-Adjusted Model,13168,2022-05-16,-0.032333466,-0.007475003,-0.029101259,21,100
Market-Adjusted Model,13169,2022-05-16,-0.006714464,0.0549396699,0.0517191222,15,100
Market-Adjusted Model,13176,2022-05-16,-0.019695622,-0.019748785,-0.016463414,21,100
Market-Adjusted Model,13180,2022-05-16,-0.029556622,-0.014212875,-0.026324414,21,100
Market-Adjusted Model,13181,2022-05-16,-0.080515296,-0.075304785,-0.077283089,21,100
Market-Adjusted Model,13182,2022-05-16,0.0044285806,0.0066383659,0.0076607884,21,100
Market-Adjusted Model,13188,2022-05-16,0.1053905676,0.1049031435,0.1086227754,21,100
Market-Adjusted Model,13189,2022-05-16,-0.002771167,-0.002956071,0.0004610406,21,100
Market-Adjusted Model,13190,2022-05-16,0.0007499476,0.0007302753,0.0039821554,21,100
Market-Adjusted Model,13193,2022-05-16,-0.026393813,-0.024976584,-0.023161605,21,100
Market-Adjusted Model,13196,2022-05-16,0.149046817,0.1485781521,0.1522790248,21,100
Market-Adjusted Model,13198,2022-05-16,-0.154605228,-0.165139879,-0.15137302,21,100
Market-Adjusted Model,13201,2022-05-16,0.0040943335,0.0029009906,0.0073265413,21,100
Market-Adjusted Model,13202,2022-05-16,-0.098591547,-0.065142391,-0.095359339,21,100
Market-Adjusted Model,13206,2022-05-16,-0.079419323,-0.073823398,-0.076187116,21,100
Market-Adjusted Model,13210,2022-05-16,0.2774821756,0.2693878125,0.2807143834,21,100
Market-Adjusted Model,13211,2022-05-16,0.0170481481,0.0208493051,0.0202803559,21,100
Market-Adjusted Model,13214,2022-05-16,-0.010934978,-0.004308871,-0.00770277,21,100
Market-Adjusted Model,13217,2022-05-16,-0.054708216,-0.04237966,-0.051476008,21,100
Market-Adjusted Model,13219,2022-05-16,-0.047463536,-0.047062006,-0.044231328,21,100
Market-Adjusted Model,13220,2022-05-16,0.0127678194,0.014683613,0.0160000271,21,100
Market-Adjusted Model,13221,2022-05-16,0.0880503105,0.0940889309,0.0912825183,21,100
Market-Adjusted Model,13228,2022-05-16,0.0221373321,0.0225361331,0.0253695399,21,100
Market-Adjusted Model,13229,2022-05-16,-0.00131273,-0.000187147,0.0019194776,21,100
Market-Adjusted Model,13230,2022-05-16,-0.089300121,-0.084708405,-0.086067913,21,100
Market-Adjusted Model,13233,2022-05-16,-0.095086618,-0.094790326,-0.09185441,21,100
Market-Adjusted Model,13234,2022-05-16,0.126672616,0.1242198545,0.1299048238,21,100
Market-Adjusted Model,13235,2022-05-16,0.002636179,0.0060526914,0.0058683867,21,100
Market-Adjusted Model,13236,2022-05-16,0.007697346,0.0127975784,0.0109295537,21,100
Market-Adjusted Model,13240,2022-05-16,0.0002506963,-0.000752168,0.0034829041,21,100
Market-Adjusted Model,13241,2022-05-16,0.0173726492,0.016599341,0.0206048569,21,100
Market-Adjusted Model,13242,2022-05-16,-0.000494342,-0.001503686,0.0027378656,21,100
Market-Adjusted Model,13244,2022-05-16,0.2486712931,0.2401233964,0.2519035009,21,100
Market-Adjusted Model,13245,2022-05-16,-0.037981427,-0.038181889,-0.03474922,21,100
Market-Adjusted Model,13246,2022-05-16,0.0352780561,0.0356517587,0.0385102638,21,100
Market-Adjusted Model,13249,2022-05-16,0.1309551359,0.1347385448,0.1341873437,21,100
Market-Adjusted Model,13252,2022-05-16,0.0043589736,0.0065427951,0.0075911814,21,100
Market-Adjusted Model,13253,2022-05-16,-0.048439166,-0.03223393,-0.045206958,21,100
Market-Adjusted Model,13254,2022-05-16,-0.004335696,-0.005046059,-0.001103488,21,100
Market-Adjusted Model,13260,2022-05-16,-0.001418471,0.0047115666,0.0018137366,21,100
Market-Adjusted Model,13262,2022-05-16,0.2063922839,0.2372450496,0.2096244916,21,100
Market-Adjusted Model,13265,2022-05-16,-0.084033627,-0.054808908,-0.080801419,21,100
Market-Adjusted Model,13268,2022-05-16,0.0095741364,0.0117194379,0.0128063442,21,100
Market-Adjusted Model,13273,2022-05-16,0.0114386967,0.0104618588,0.0146709045,21,100
Market-Adjusted Model,13278,2022-05-16,0.0018725482,0.0057707249,0.0051047559,21,100
Market-Adjusted Model,13279,2022-05-16,-0.248612494,-0.25848093,-0.245380286,21,100
Market-Adjusted Model,13284,2022-05-16,0.0745519244,0.0732206091,0.0777841321,21,100
Market-Adjusted Model,13286,2022-05-16,0.1532276281,0.1498995123,0.1564598359,21,100
Market-Adjusted Model,13293,2022-05-16,-0.009399876,-0.004002698,-0.006167669,21,100
Market-Adjusted Model,13296,2022-05-16,-0.018987813,-0.019597662,-0.015755605,21,100
Market-Adjusted Model,13300,2022-05-16,0.003499876,0.0025175137,0.0067320837,21,100
Market-Adjusted Model,13301,2022-05-16,0.0466321402,0.0612104502,0.0498643479,21,100
Market-Adjusted Model,13302,2022-05-16,0.112619366,0.1113176792,0.1158515738,21,100
Market-Adjusted Model,13303,2022-05-16,0.334302352,0.300958163,0.3375345597,21,100
Market-Adjusted Model,13305,2022-05-16,-0.075833452,-0.072239625,-0.072601245,21,100
Market-Adjusted Model,13308,2022-05-16,0.0081287701,0.0072042155,0.0113609779,21,100
Market-Adjusted Model,13310,2022-05-16,-0.003779101,-0.00300533,-0.000546893,21,100
Market-Adjusted Model,13315,2022-05-16,0.2140992539,0.2211563111,0.2173314617,21,100
Market-Adjusted Model,13318,2022-05-16,-0.095911436,-0.089751091,-0.092679228,21,100
Market-Adjusted Model,13321,2022-05-16,-0.073245197,-0.061859434,-0.070012989,21,100
Market-Adjusted Model,13322,2022-05-16,-0.00266796,-0.0035767,0.0005642476,21,100
Market-Adjusted Model,13323,2022-05-16,0.1535936066,0.178339485,0.1568258144,21,100
Market-Adjusted Model,13324,2022-05-16,-0.167741942,-0.160890665,-0.164509734,21,100
Market-Adjusted Model,13325,2022-05-16,-0.106896608,-0.098488608,-0.103664401,21,100
Market-Adjusted Model,13326,2022-05-16,0.0698723722,0.0753568054,0.07310458,21,100
Market-Adjusted Model,13328,2022-05-16,0.0504807868,0.1015554085,0.0537129946,21,100
Market-Adjusted Model,13332,2022-05-16,-0.024552085,-0.01784088,-0.021319877,21,100
Market-Adjusted Model,13337,2022-05-16,0.1708471708,0.1723413181,0.1740793786,21,100
Market-Adjusted Model,13341,2022-05-16,0.0690813935,0.0700482621,0.0723136013,21,100
Market-Adjusted Model,13343,2022-05-16,-0.066722279,-0.051506071,-0.063490072,21,100
Market-Adjusted Model,13344,2022-05-16,-0.000144808,0.0020076052,0.0030874003,21,100
Market-Adjusted Model,13345,2022-05-16,0.0014288839,0.0008140988,0.0046610917,21,100
Market-Adjusted Model,13348,2022-05-16,0.019230725,0.018526664,0.0224629328,21,100
Market-Adjusted Model,13350,2022-05-16,-0.075140232,-0.06868184,-0.071908024,21,100
Market-Adjusted Model,13351,2022-05-16,0.0129498641,0.0140511842,0.0161820719,21,100
Market-Adjusted Model,13353,2022-05-16,0.0675789763,0.0672433688,0.0708111841,21,100
Market-Adjusted Model,13356,2022-05-16,0.1739580208,0.1669468737,0.1771902285,21,100
Market-Adjusted Model,13357,2022-05-16,-0.012049733,-0.011725721,-0.008817525,21,100
Market-Adjusted Model,13360,2022-05-16,0.0349945239,0.0353952739,0.0382267316,21,100
Market-Adjusted Model,13361,2022-05-16,0.010006182,0.0093311527,0.0132383898,21,100
Market-Adjusted Model,13364,2022-05-16,0.0088984816,0.0088247459,0.0121306894,21,100
Market-Adjusted Model,13366,2022-05-16,0.0031137984,0.0049361839,0.0063460062,21,100
Market-Adjusted Model,13369,2022-05-16,-0.061068645,-0.045656289,-0.057836437,21,100
Market-Adjusted Model,13375,2022-05-16,0.095588176,0.1068782768,0.0988203838,21,100
Market-Adjusted Model,13376,2022-05-16,0.296943272,0.2802941351,0.3001754797,21,100
Market-Adjusted Model,13379,2022-05-16,-0.159482047,-0.132494588,-0.156249839,21,100
Market-Adjusted Model,13380,2022-05-16,-0.019707994,-0.017316187,-0.016475787,21,100
Market-Adjusted Model,13382,2022-05-16,-0.006443005,0.0015615904,-0.003210797,21,100
Market-Adjusted Model,13386,2022-05-16,-0.012306596,-0.013265388,-0.009074388,21,100
Market-Adjusted Model,13387,2022-05-16,0.0231614365,0.0228859982,0.0263936443,21,100
Market-Adjusted Model,13393,2022-05-16,-0.005857417,-0.005448014,-0.002625209,21,100
Market-Adjusted Model,13395,2022-05-16,0.0824161815,0.0871924985,0.0856483893,21,100
Market-Adjusted Model,13399,2022-05-16,-0.061224481,-0.049302348,-0.057992273,21,100
Market-Adjusted Model,13401,2022-05-16,-0.118881093,-0.111627718,-0.115648885,21,100
Market-Adjusted Model,13403,2022-05-16,-0.038961081,-0.018743467,-0.035728873,21,100
Market-Adjusted Model,13405,2022-05-16,0.0714394803,0.08134589,0.074671688,21,100
Market-Adjusted Model,13407,2022-05-16,-0.034069941,-0.022005629,-0.030837733,21,100
Market-Adjusted Model,13410,2022-05-16,-0.001075225,0.0046774976,0.0021569827,21,100
Market-Adjusted Model,13411,2022-05-16,0.0074626812,0.0322139914,0.010694889,21,100
Market-Adjusted Model,13412,2022-05-16,-0.165739701,-0.145781801,-0.162507493,21,100
